        100, 100, 101,     10000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
 1011000000,   0,   1,         1, a shifted =   101100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1011000001,   1,   0,        10, a shifted =  1011000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1011001001,   1,   0,        10, a shifted =  1011001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1011010000,   0,   1,         1, a shifted =   101101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1011010001,   1,   0,        10, a shifted =  1011010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1011010010,  10,  11,       100, a shifted =     1011010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1011010101, 101, 100,    100000, a shifted =      101101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
 1011011001,   1,   0,        10, a shifted =  1011011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1011011101, 101, 100,    100000, a shifted =      101101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
 1011100000,   0,   1,         1, a shifted =   101110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1011100001,   1,   0,        10, a shifted =  1011100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1011101001,   1,   0,        10, a shifted =  1011101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1011110000,   0,   1,         1, a shifted =   101111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1011110001,   1,   0,        10, a shifted =  1011110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1011111001,   1,   0,        10, a shifted =  1011111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100000000,   0,   1,         1, a shifted =   110000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1100000001,   1,   0,        10, a shifted =  1100000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100000110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1100001001,   1,   0,        10, a shifted =  1100001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100001110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1100010000,   0,   1,         1, a shifted =   110001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1100010001,   1,   0,        10, a shifted =  1100010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100010010,  10,  11,       100, a shifted =     1100010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1100010110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1100011001,   1,   0,        10, a shifted =  1100011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100011110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1100100000,   0,   1,         1, a shifted =   110010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1100100001,   1,   0,        10, a shifted =  1100100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100100110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1100101001,   1,   0,        10, a shifted =  1100101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100101110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1100110000,   0,   1,         1, a shifted =   110011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1100110001,   1,   0,        10, a shifted =  1100110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100110110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1100111001,   1,   0,        10, a shifted =  1100111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1100111110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101000000,   0,   1,         1, a shifted =   110100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1101000001,   1,   0,        10, a shifted =  1101000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101000110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101001001,   1,   0,        10, a shifted =  1101001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101001110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101010000,   0,   1,         1, a shifted =   110101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1101010001,   1,   0,        10, a shifted =  1101010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101010010,  10,  11,       100, a shifted =     1101010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1101010101, 101, 100,    100000, a shifted =      110101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
 1101010110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101011001,   1,   0,        10, a shifted =  1101011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101011101, 101, 100,    100000, a shifted =      110101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
 1101011110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101100000,   0,   1,         1, a shifted =   110110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1101100001,   1,   0,        10, a shifted =  1101100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101100110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101101001,   1,   0,        10, a shifted =  1101101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101101110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101110000,   0,   1,         1, a shifted =   110111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1101110001,   1,   0,        10, a shifted =  1101110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101110110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1101111001,   1,   0,        10, a shifted =  1101111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1101111110, 110, 111,   1000000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =  1100000000, a unshifted =  110-------,  a mod8 = 010, num = 100, 4
 1110000000,   0,   1,         1, a shifted =   111000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1110000001,   1,   0,        10, a shifted =  1110000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1110000100, 100, 101,     10000, a shifted =       11100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1110001001,   1,   0,        10, a shifted =  1110001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1110001100, 100, 101,     10000, a shifted =       11100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1110010000,   0,   1,         1, a shifted =   111001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1110010001,   1,   0,        10, a shifted =  1110010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1110010010,  10,  11,       100, a shifted =     1110010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1110010100, 100, 101,     10000, a shifted =       11100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1110011001,   1,   0,        10, a shifted =  1110011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1110011100, 100, 101,     10000, a shifted =       11100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1110100000,   0,   1,         1, a shifted =   111010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1110100001,   1,   0,        10, a shifted =  1110100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1110101001,   1,   0,        10, a shifted =  1110101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1110110000,   0,   1,         1, a shifted =   111011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1110110001,   1,   0,        10, a shifted =  1110110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1110111001,   1,   0,        10, a shifted =  1110111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1111000000,   0,   1,         1, a shifted =   111100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1111000001,   1,   0,        10, a shifted =  1111000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1111000111, 111, 110,  10000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
 1111001001,   1,   0,        10, a shifted =  1111001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1111001111, 111, 110,  10000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
 1111010000,   0,   1,         1, a shifted =   111101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1111010001,   1,   0,        10, a shifted =  1111010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1111010010,  10,  11,       100, a shifted =     1111010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1111010101, 101, 100,    100000, a shifted =      111101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
